,Partner Name,Specializations Link,Specializations Title ,description,Star Rating 5,Reviwers,meta,Course 1 Title,Course 1 link,Course 1 Duration Hours,Course 1 Rating 5 Stars,Course 1 Number of Raters ,Course 1 enrollment,Course 2 Title,Course 2 link,Course 2 Duration Hours,Course 2 Rating 5 Stars,Course 2 Number of Raters ,Course 2 enrollment,Course 3 Title,Course 3 link,Course 3 Duration Hours,Course 3 Rating 5 Stars,Course 3 Number of Raters ,Course 3 enrollment,Course 4 Title,Course 4 link,Course 4 Duration Hours,Course 4 Rating 5 Stars,Course 4 Number of Raters ,Course 4 enrollment,Course 5 Title,Course 5 link,Course 5 Duration Hours,Course 5 Rating 5 Stars,Course 5 Number of Raters ,Course 5 enrollment,Course 6 Title,Course 6 link,Course 6 Duration Hours,Course 6 Rating 5 Stars,Course 6 Number of Raters ,Course 6 enrollment,Course 7 Title,Course 7 link,Course 7 Duration Hours,Course 7 Rating 5 Stars,Course 7 Number of Raters ,Course 7 enrollment,Course 8 Title,Course 8 link,Course 8 Duration Hours,Course 8 Rating 5 Stars,Course 8 Number of Raters ,Course 8 enrollment,Course 9 Title,Course 9 link,Course 9 Duration Hours,Course 9 Rating 5 Stars,Course 9 Number of Raters ,Course 9 enrollment,Course 10 Title,Course 10 link,Course 10 Duration Hours,Course 10 Rating 5 Stars,Course 10 Number of Raters ,Course 10 enrollment,Course 11 Title,Course 11 link,Course 11 Duration Hours,Course 11 Rating 5 Stars,Course 11 Number of Raters ,Course 11 enrollment,Course 12 Title,Course 12 link,Course 12 Duration Hours,Course 12 Rating 5 Stars,Course 12 Number of Raters ,Course 12 enrollment,Course 13 Title,Course 13 link,Course 13 Duration Hours,Course 13 Rating 5 Stars,Course 13 Number of Raters ,Course 13 enrollment
49,California Institute of the Arts,/specializations/graphic-design,Graphic Design,"Skills you'll gain: Computer Graphics, Graphic Design, Research and Design, Visual Design, Brand Management, Creativity, Entrepreneurship, Graphics Software, Marketing",4.7,19600,Beginner   Specialization   3 - 6 Months,Fundamentals of Graphic Design,/learn/fundamentals-of-graphic-design?specialization=graphic-design,15,4.8,16550,715922,Introduction to Typography,/learn/typography?specialization=graphic-design,8,4.8,5436,155953,Introduction to Imagemaking,/learn/image-making?specialization=graphic-design,11,4.5,2748,111472,Ideas from the History of Graphic Design,/learn/graphic-design-history?specialization=graphic-design,10,4.7,2392,88672,Brand New Brand,/learn/brand-new-brand?specialization=graphic-design,24,4.9,1151,30757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PwC,/specializations/pwc-analytics,Data Analysis and Presentation Skills: the PwC Approach,"Skills you'll gain: Business Analysis, Spreadsheet Software, Microsoft Excel, Data Analysis, Business, Data Visualization, Basic Descriptive Statistics, Business Communication, Business Psychology, Communication, Culture, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development, Training, Data Visualization Software, Storytelling, Data Analysis Software, Regression, Databases, Data Science, General Statistics, Probability & Statistics, Big Data, Computer Programming, Data Management, Data Mining, Decision Making, Statistical Analysis",4.6,10500,Beginner   Specialization   3 - 6 Months,Data-driven Decision Making,/learn/decision-making?specialization=pwc-analytics,9,4.6,5947,176048,Problem Solving with Excel ,/learn/excel-analysis?specialization=pwc-analytics,20,4.7,5209,134938,Data Visualization with Advanced Excel,/learn/advanced-excel?specialization=pwc-analytics,15,4.8,2899,93326,Effective Business Presentations with Powerpoint,/learn/powerpoint-presentations?specialization=pwc-analytics,10,4.5,1048,95921,Data Analysis and Presentation Skills: the PwC Approach Final Project,/learn/data-analysis-project-pwc?specialization=pwc-analytics,10,4.7,243,5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Georgia Institute of Technology,/specializations/improve-english,Improve Your English Communication Skills,"Skills you'll gain: Communication, Writing, Business Communication, Computer Networking, Networking Hardware",4.7,25500,Beginner   Specialization   3 - 6 Months,Write Professional Emails in English,/learn/professional-emails-english?specialization=improve-english,13,4.8,16516,898182,"Speak English Professionally: In Person, Online & On the Phone",/learn/speak-english-professionally?specialization=improve-english,16,4.7,9861,882159,Build Your Professional ePortfolio in English,/learn/eportfolio-english?specialization=improve-english,13,4.7,1569,100907,Take Your English Communication Skills to the Next Level,/learn/english-communication-capstone?specialization=improve-english,10,4.8,794,62503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Columbia University,/specializations/construction-management,Construction Management,"Skills you'll gain: Strategy and Operations, Project Management, Leadership and Management, Entrepreneurship, Operations Management, Finance, Financial Management, Planning, Probability & Statistics, Supply Chain and Logistics, Business Process Management, Estimation, Contract Management, Risk Management, Budget Management, Accounting, Vendor Management, Collaboration, Facility Management, Investment Management, Communication, Change Management, Cost Accounting, Decision Making, Design and Product, Forecasting, Innovation, Material Handling, Research and Design, Data Visualization, Statistical Visualization, Problem Solving, Product Design, Basic Descriptive Statistics, Data Analysis, Business Transformation, Cash Management, Marketing, Procurement, Regulations and Compliance, Sales, Strategy, Business Analysis, Business Psychology, Financial Analysis, General Accounting, Generally Accepted Accounting Principles GAAP), Operations Research, Software Visualization",4.7,7800,Beginner   Specialization   3 - 6 Months,Construction Project Management,/learn/construction-project-management?specialization=construction-management,26,4.8,6151,117023,Construction Scheduling,/learn/construction-scheduling?specialization=construction-management,21,4.8,1953,39492,Construction Cost Estimating and Cost Control,/learn/construction-cost-estimating?specialization=construction-management,19,4.7,1851,49586,Construction Finance,/learn/construction-finance?specialization=construction-management,17,4.8,981,32206,The Construction Industry: The Way Forward,/learn/construction-industry-forward?specialization=construction-management,8,4.7,251,8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"University of California, Davis",/specializations/learn-sql-basics-data-science,Learn SQL Basics for Data Science,"Skills you'll gain: SQL, Data Management, Statistical Programming, Apache, Big Data, Databases, Data Analysis, Data Analysis Software, Extract, Transform, Load, Data Warehousing, Machine Learning, Basic Descriptive Statistics, Computer Programming, Data Model, Data Science, Exploratory Data Analysis, General Statistics, Leadership and Management, NoSQL, Probability & Statistics, Python Programming, Statistical Analysis",4.6,16300,Beginner   Specialization   3 - 6 Months,SQL for Data Science,/learn/sql-for-data-science?specialization=learn-sql-basics-data-science,14,4.6,15345,548313,"Data Wrangling, Analysis and AB Testing with SQL",/learn/data-wrangling-analysis-abtesting?specialization=learn-sql-basics-data-science,15,3.3,852,56227,Distributed Computing with Spark SQL,/learn/spark-sql?specialization=learn-sql-basics-data-science,13,4.5,618,41520,SQL for Data Science Capstone Project,/learn/sql-data-science-capstone?specialization=learn-sql-basics-data-science,35,4.2,200,32105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Rutgers the State University of New Jersey,/specializations/supply-chain-management,Supply Chain Management,"Skills you'll gain: Supply Chain and Logistics, Business Analysis, Spreadsheet Software, Basic Descriptive Statistics, Data Analysis, Forecasting, General Statistics, Operations Management, Probability & Statistics, Statistical Analysis, Inventory Management, Operational Analysis, Strategy and Operations, Procurement, Supplier Relationship Management, Operations Research, Supply Chain Systems, Entrepreneurship, Leadership and Management, Planning, Problem Solving, Transportation Operations Management, Data Visualization, Decision Making, Marketing, Sales, Statistical Visualization",4.7,13600,Beginner   Specialization   3 - 6 Months,Supply Chain Logistics,/learn/supply-chain-logistics?specialization=supply-chain-management,8,4.8,10039,235137,Supply Chain Operations,/learn/operations?specialization=supply-chain-management,11,4.8,3879,88935,Supply Chain Planning,/learn/planning?specialization=supply-chain-management,13,4.7,2757,71628,Supply Chain Sourcing,/learn/sourcing?specialization=supply-chain-management,12,4.7,1890,54383,Supply Chain Management Strategy,/learn/supply-chain-management-strategy?specialization=supply-chain-management,11,4.8,1000,27433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,University of Virginia,/specializations/business-strategy,Business Strategy,"Skills you'll gain: Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Research and Design, Finance, Market Analysis, Business Development, Investment Management, Planning, Supply Chain and Logistics, Business Design, Innovation, Business Analysis, Business Psychology, Conflict Management, Decision Making, Game Theory, Human Resources, Mathematics, Mergers & Acquisitions, Operations Management, Organizational Development, Product Strategy, Business Process Management, Design and Product, General Statistics, Probability & Statistics, Product Lifecycle, Project Management",4.8,3900,Beginner   Specialization   3 - 6 Months,Foundations of Business Strategy,/learn/uva-darden-foundations-business-strategy?specialization=business-strategy,7,4.8,2839,129312,Advanced Business Strategy,/learn/uva-darden-advanced-business-strategy?specialization=business-strategy,10,4.8,1038,44859,Business Growth Strategy,/learn/uva-darden-business-growth-strategy?specialization=business-strategy,10,4.7,637,35664,Strategic Planning and Execution,/learn/uva-darden-strategic-planning-execution?specialization=business-strategy,10,4.7,687,48615,Business Strategy in Practice Project-centered Course),/learn/uva-darden-business-strategy-capstone?specialization=business-strategy,5,4.6,169,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,University of California San Diego,/specializations/data-structures-algorithms,Data Structures and Algorithms,"Skills you'll gain: Algorithms, Theoretical Computer Science, Computer Programming, C Programming Language Family, Data Structures, Computer Science, Java Programming, Python Programming, Mathematical Theory & Analysis, Mathematics, Graph Theory, Network Analysis, Operations Research, Research and Design, Strategy and Operations, Computational Thinking, Data Management, Entrepreneurship, Full-Stack Web Development, Leadership and Management, Linear Algebra, Problem Solving, Software Testing, Web Development",4.6,16100,Intermediate   Specialization   3 - 6 Months,Algorithmic Toolbox,/learn/algorithmic-toolbox?specialization=data-structures-algorithms,39,4.6,12248,486531,Data Structures,/learn/data-structures?specialization=data-structures-algorithms,24,4.6,5252,254157,Algorithms on Graphs,/learn/algorithms-on-graphs?specialization=data-structures-algorithms,54,4.7,2204,109006,Algorithms on Strings,/learn/algorithms-on-strings?specialization=data-structures-algorithms,18,4.5,1029,80577,Advanced Algorithms and Complexity,/learn/advanced-algorithms-and-complexity?specialization=data-structures-algorithms,27,4.6,663,76791,Genome Assembly Programming Challenge,/learn/assembling-genomes?specialization=data-structures-algorithms,17,4.5,314,38920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,DeepLearning.AI,/specializations/generative-adversarial-networks-gans,Generative Adversarial Networks GANs),"Skills you'll gain: Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Statistical Programming, Python Programming, Machine Learning Software, Computer Vision, Computer Programming, Probability & Statistics, Applied Machine Learning",4.7,2100,Intermediate   Specialization   1 - 3 Months,Build Basic Generative Adversarial Networks GANs),/learn/build-basic-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,26,4.7,1779,55747,Build Better Generative Adversarial Networks GANs),/learn/build-better-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,24,4.7,604,24299,Apply Generative Adversarial Networks GANs),/learn/apply-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,26,4.8,486,20324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Duke University,/specializations/ai-product-management-duke,AI Product Management,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Human Computer Interaction, Data Analysis, Data Mining, Deep Learning, Leadership and Management, Business Psychology, Computer Networking, Database Administration, Databases, Finance, Network Security, Regulations and Compliance, Research and Design, Security Engineering, User Experience, User Experience Design, Artificial Neural Networks, Computer Vision, Natural Language Processing, Statistical Machine Learning, Algorithms, Data Management, Data Science, Data Structures, Design and Product, Econometrics, Entrepreneurship, Feature Engineering, General Statistics, Operating Systems, Product Management, Project Management, Sales, Strategy and Operations, Systems Design, Theoretical Computer Science",4.7,284,Beginner   Specialization   3 - 6 Months,Machine Learning Foundations for Product Managers,/learn/machine-learning-foundations-for-product-managers?specialization=ai-product-management-duke,15,4.7,216,21485,Managing Machine Learning Projects,/learn/managing-machine-learning-projects?specialization=ai-product-management-duke,18,4.7,80,7391,Human Factors in AI,/learn/human-factors-in-artificial-intelligence?specialization=ai-product-management-duke,17,4.7,38,5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,University of Pennsylvania,/specializations/materiality-esg-factors,The Materiality of ESG Factors,"Skills you'll gain: Finance, Leadership and Management, Risk Management, Probability & Statistics, Strategy and Operations, Entrepreneurship, Investment Management, Marketing, Human Resources, Business Psychology, Leadership Development, Regulations and Compliance, Research and Design, Sales, Strategy, Accounting, Audit, Budget Management, Business Analysis, Business Research, Change Management, Collaboration, Communication, Compensation, Critical Thinking, Design and Product, Organizational Development, Packaging and Labeling, Product Lifecycle, Project Management, Social Media, Advertising, Influencing, Storytelling",4.7,776,Beginner   Specialization   3 - 6 Months,ESG Risks and Opportunities,/learn/esg-risks-opportunities?specialization=materiality-esg-factors,8,4.6,479,17004,ESG Impact: Investor Perspective,/learn/esg-impact-investor-perspective?specialization=materiality-esg-factors,7,4.7,139,5729,ESG and Climate Change,/learn/esg-and-climate-change?specialization=materiality-esg-factors,7,4.8,223,8548,ESG and Social Activism,/learn/esg-social-activism?specialization=materiality-esg-factors,7,4.8,83,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amazon Web Services,/specializations/aws-devops,DevOps on AWS,"Skills you'll gain: Cloud Computing, DevOps, Devops Tools, Amazon Web Services, Continuous Delivery, Continuous Integration, Cloud Load Balancing, Cloud Infrastructure, Cloud Management, Computer Architecture, Computer Networking, Data Management, Database Administration, Database Application, Database Design, Databases, Network Architecture, Network Model, Operations Management, SQL, Statistical Programming, Strategy and Operations, Cloud Applications, Cloud Engineering, Entrepreneurship, Information Technology, Leadership and Management, Marketing, Network Security, Sales, Security Engineering, Strategy",4.8,4200,Intermediate   Specialization   1 - 3 Months,AWS Cloud Technical Essentials,/learn/aws-cloud-technical-essentials?specialization=aws-devops,25,4.8,4007,200309,"DevOps on AWS: Code, Build, and Test",/learn/devops-aws-code-build-test?specialization=aws-devops,3,4.7,182,18600,DevOps on AWS: Release and Deploy,/learn/devops-aws-release-deploy?specialization=aws-devops,3,4.8,85,11175,DevOps on AWS: Operate and Monitor,/learn/devops-aws-operate-monitor?specialization=aws-devops,3,4.6,93,10138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"University of California, Davis",/specializations/seo,Search Engine Optimization SEO),"Skills you'll gain: Marketing, Digital Marketing, Search Engine Optimization, Research and Design, Marketing Design, MarTech, Web Design, Web Development, Back-End Web Development, Communication, HTML and CSS, Front-End Web Development, Full-Stack Web Development, Social Media, Brand Management, Influencing, Data Analysis, Entrepreneurship, Market Analysis, Marketing Management, Business Analysis, Business Psychology, Collaboration, Customer Relationship Management, Finance, Forecasting, Leadership and Management, Market Research, Marketing Psychology, Mobile Development, Mobile Development Tools, Persona Research, Probability & Statistics, Sales, Statistical Analysis, Strategy, Strategy and Operations, Web Development Tools, Accounting, Algorithms, Human Computer Interaction, Mathematics, Software Architecture, Software Engineering, Software Testing, Theoretical Computer Science, User Experience",4.6,11900,Beginner   Specialization   3 - 6 Months,Introduction to Google SEO,/learn/search-engine-optimization?specialization=seo,13,4.6,9647,276027,Google SEO Fundamentals,/learn/seo-fundamentals?specialization=seo,29,4.8,3326,145670,Optimizing a Website for Google Search,/learn/optimizing-web-search?specialization=seo,13,4.7,1536,73922,Advanced Content and Social Tactics to Optimize SEO,/learn/seo-tactics?specialization=seo,17,4.6,1110,66650,Google SEO Capstone Project,/learn/seo-project?specialization=seo,47,4.8,413,34901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,University of Minnesota,/specializations/human-resource-management,Human Resource Management: HR for People Managers,"Skills you'll gain: Human Resources, Human Resources Operations, Strategy and Operations, Employee Relations, Leadership and Management, People Development, Business Psychology, Communication, Compensation, People Management, Performance Management, Entrepreneurship, Recruitment, Strategy, Culture, Benefits, Business Analysis, People Analysis, Planning, Marketing, Sales",4.8,13600,Beginner   Specialization   3 - 6 Months,Preparing to Manage Human Resources,/learn/managing-human-resources?specialization=human-resource-management,17,4.8,9378,229873,"Recruiting, Hiring, and Onboarding Employees",/learn/recruiting-hiring-onboarding-employees?specialization=human-resource-management,18,4.7,4156,124783,Managing Employee Performance,/learn/employee-performance?specialization=human-resource-management,15,4.7,2436,67456,Managing Employee Compensation,/learn/compensation-management?specialization=human-resource-management,15,4.7,1753,56689,Human Resources Management Capstone: HR for People Managers,/learn/human-resources-management-capstone?specialization=human-resource-management,14,4.8,661,28903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Johns Hopkins University,/specializations/jhu-data-science,Data Science,"Skills you'll gain: R Programming, Data Analysis, Statistical Programming, Data Science, General Statistics, Statistical Analysis, Probability & Statistics, Statistical Tests, Machine Learning, Exploratory Data Analysis, Basic Descriptive Statistics, Machine Learning Software, Linear Algebra, Bayesian Statistics, Correlation And Dependence, Econometrics, Estimation, Regression, Data Visualization Software, Software Visualization, Statistical Visualization, Probability Distribution, Theoretical Computer Science, Data Visualization, Interactive Data Visualization, Natural Language Processing, Plot Graphics), Big Data, Computer Programming, Computer Programming Tools, Data Structures, Experiment, Machine Learning Algorithms, Software Engineering Tools, Spreadsheet Software, Algorithms, Application Development, Applied Machine Learning, Business Analysis, Data Management, Extract, Transform, Load, Knitr",4.5,50200,Beginner   Specialization   3 - 6 Months,The Data Scientistâ\x80\x99s Toolbox,/learn/data-scientists-tools?specialization=jhu-data-science,18,4.6,33716,722197,R Programming,/learn/r-programming?specialization=jhu-data-science,57,4.5,22088,694429,Getting and Cleaning Data,/learn/data-cleaning?specialization=jhu-data-science,19,4.5,8026,203360,Exploratory Data Analysis,/learn/exploratory-data-analysis?specialization=jhu-data-science,54,4.7,6030,174221,Reproducible Research,/learn/reproducible-research?specialization=jhu-data-science,7,4.6,4146,101484,Statistical Inference,/learn/statistical-inference?specialization=jhu-data-science,54,4.2,4405,174380,Regression Models,/learn/regression-models?specialization=jhu-data-science,53,4.4,3330,142809,Practical Machine Learning,/learn/practical-machine-learning?specialization=jhu-data-science,8,4.5,3229,149771,Developing Data Products,/learn/data-products?specialization=jhu-data-science,10,4.6,2250,83510,Data Science Capstone,/learn/data-science-project?specialization=jhu-data-science,5,4.5,1218,35937,,,,,,,,,,,,,,,,,,
64,IBM,/specializations/security-analyst-fundamentals,Security Analyst Fundamentals,"Skills you'll gain: Security Engineering, Cyberattacks, Security Strategy, Computer Security Incident Management, Network Security, System Security, Computer Programming, Other Programming Languages, Python Programming, DevOps, Mobile Security, Network Model, Operating Systems, Software Security, Agile Software Development, Computer Networking, Data Analysis, Database Administration, Databases, Entrepreneurship, Leadership and Management, Marketing, Mathematics, Mobile Development, Network Analysis, Sales, Security Software, Software Engineering, Software Testing, Statistical Programming, Strategy, Strategy and Operations",4.7,3500,Beginner   Specialization   3 - 6 Months,"Penetration Testing, Incident Response and Forensics",/learn/ibm-penetration-testing-incident-response-forensics?specialization=security-analyst-fundamentals,15,4.6,2067,66295,Cyber Threat Intelligence,/learn/ibm-cyber-threat-intelligence?specialization=security-analyst-fundamentals,25,4.7,1457,47808,Cybersecurity Capstone:  Breach Response Case Studies,/learn/ibm-cybersecurity-breach-case-studies?specialization=security-analyst-fundamentals,15,4.8,1267,37661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,University of Pennsylvania,/specializations/wharton-entrepreneurship,Entrepreneurship,"Skills you'll gain: Entrepreneurship, Strategy, Entrepreneurial Finance, Finance, Marketing, Research and Design, Decision Making, Human Resources, Innovation, Accounting, Advertising, Business Analysis, Communication, Financial Accounting, Financial Management, Investment Management, Market Research, Recruitment, B2B Sales, Brand Management, Business Design, Business Research, Customer Analysis, Customer Relationship Management, Data Analysis, Digital Marketing, Financial Analysis, Human Resources Operations, Leadership Development, Leadership and Management, Persona Research, Planning, Sales, Survey Creation, Visual Design, Business Process Management, Business Psychology, Design and Product, Forecasting, General Accounting, Market Analysis, Media Strategy & Planning, Organizational Development, Probability & Statistics, Product Development, Product Management, Product Marketing, Public Relations, Strategy and Operations, Supply Chain and Logistics",4.8,5300,Beginner   Specialization   3 - 6 Months,Entrepreneurship 1: Developing the Opportunity,/learn/wharton-entrepreneurship-opportunity?specialization=wharton-entrepreneurship,10,4.8,4111,134836,Entrepreneurship 2: Launching your Start-Up,/learn/wharton-launching-startup?specialization=wharton-entrepreneurship,8,4.8,1921,54850,Entrepreneurship 3: Growth Strategies,/learn/growth-strategy?specialization=wharton-entrepreneurship,8,4.8,1377,44514,Entrepreneurship 4: Financing and Profitability,/learn/wharton-entrepreneurship-financing-profitabilty?specialization=wharton-entrepreneurship,6,4.8,1109,34366,Wharton Entrepreneurship Capstone,/learn/wharton-entrepreneurship-capstone?specialization=wharton-entrepreneurship,8,4.7,241,5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Stanford University,/specializations/algorithms,Algorithms,"Skills you'll gain: Algorithms, Theoretical Computer Science, Computer Science, Mathematics, Data Structures, Graph Theory, Computer Programming, Data Management, Probability & Statistics, Computational Thinking, Probability Distribution, Entrepreneurship, General Statistics, Leadership and Management, Machine Learning, Mathematical Theory & Analysis, Operations Research, Problem Solving, Research and Design, Strategy and Operations",4.8,5700,Intermediate   Specialization   3 - 6 Months,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",/learn/algorithms-divide-conquer?specialization=algorithms,16,4.8,5122,223300,"Graph Search, Shortest Paths, and Data Structures",/learn/algorithms-graphs-data-structures?specialization=algorithms,15,4.8,1945,80883,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",/learn/algorithms-greedy?specialization=algorithms,15,4.8,1229,71675,"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",/learn/algorithms-npcomplete?specialization=algorithms,13,4.8,795,42885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,ISC2,/specializations/certified-in-cybersecurity,Certified in Cybersecurity,"Skills you'll gain: Security Engineering, Operating Systems, System Security, Leadership and Management, Computer Networking, Computer Security Incident Management, Finance, Risk Management, Network Security, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations, Cloud Computing, Cloud Platforms, Security Strategy, Software As A Service, Software Security, Computer Architecture, Human Computer Interaction, Human Factors Security), Internet Of Things, Software Engineering, Advertising, Communication, Cryptography, Cyberattacks, Journalism, Planning, Probability & Statistics, Python Programming, Statistical Programming, Statistical Tests, Supply Chain and Logistics",4.8,311,Beginner   Specialization   3 - 6 Months,Security Principles,/learn/-security-principles?specialization=certified-in-cybersecurity,5,4.7,133,8512,"Incident Response, BC, and DR Concepts",/learn/incident-response-bc-and-dr-concepts?specialization=certified-in-cybersecurity,2,4.8,114,4702,Access Control Concepts,/learn/access-control-concepts?specialization=certified-in-cybersecurity,4,4.8,24,2932,Network Security,/learn/-network-security?specialization=certified-in-cybersecurity,8,4.8,55,4924,Security Operations,/learn/security-operations?specialization=certified-in-cybersecurity,8,4.4,27,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,University of Pennsylvania,/specializations/programming-python-java,Introduction to Programming with Python and Java,"Skills you'll gain: Computer Programming, Python Programming, Statistical Programming, Java Programming, Mobile Development, Data Analysis, Programming Principles, Theoretical Computer Science, Data Visualization, Plot Graphics), Mathematics, Data Management, Data Structures, Software Engineering, Software Testing, Data Mining, Computational Thinking, Entrepreneurship, Leadership and Management, Mathematical Theory & Analysis, Problem Solving, Research and Design, Data Science",4.4,1400,Beginner   Specialization   3 - 6 Months,Introduction to Python Programming,/learn/python-programming-intro?specialization=programming-python-java,27,4.4,960,63617,Data Analysis Using Python,/learn/data-analysis-python?specialization=programming-python-java,16,4.5,349,21672,Introduction to Java and Object-Oriented Programming,/learn/java-object-oriented-programming?specialization=programming-python-java,19,4.4,210,24948,Inheritance and Data Structures in Java,/learn/java-inheritance-data-structures?specialization=programming-python-java,20,4.6,65,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Johns Hopkins University,/specializations/genomic-data-science,Genomic Data Science,"Skills you'll gain: Probability & Statistics, Bioinformatics, Computer Programming, Statistical Programming, Python Programming, Data Analysis, R Programming, Theoretical Computer Science, Algorithms, Business Analysis, General Statistics, Statistical Analysis, Biostatistics, Data Analysis Software, Computer Programming Tools, Other Programming Languages, Software Engineering, Big Data, Data Management, Data Visualization, Amazon Web Services, Cloud Applications, Cloud Computing, Cloud Platforms, Statistical Tests, Basic Descriptive Statistics, Computational Thinking, Exploratory Data Analysis, Human Computer Interaction, Software Architecture, User Experience, Accounting, Advertising, Communication, Computer Graphics, Financial Analysis, Graphics Software, Marketing",4.5,600,Intermediate   Specialization   3 - 6 Months,Introduction to Genomic Technologies,/learn/introduction-genomics?specialization=genomic-data-science,6,4.6,4337,92841,Python for Genomic Data Science,/learn/python-genomics?specialization=genomic-data-science,8,4.3,1627,56478,Algorithms for DNA Sequencing,/learn/dna-sequencing?specialization=genomic-data-science,12,4.7,856,38557,Command Line Tools for Genomic Data Science,/learn/genomic-tools?specialization=genomic-data-science,11,4,531,26403,Bioconductor for Genomic Data Science,/learn/bioconductor?specialization=genomic-data-science,8,3.9,344,21545,Statistics for Genomic Data Science,/learn/statistical-genomics?specialization=genomic-data-science,9,4.2,343,33419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Johns Hopkins University,/specializations/data-science-foundations-r,Data Science: Foundations using R,"Skills you'll gain: R Programming, Data Analysis, Data Science, Exploratory Data Analysis, Statistical Programming, Data Visualization Software, Software Visualization, Statistical Visualization, Basic Descriptive Statistics, General Statistics, Big Data, Computer Programming, Computer Programming Tools, Data Structures, Experiment, Linear Algebra, Machine Learning Software, Probability & Statistics, Probability Distribution, Software Engineering Tools, Spreadsheet Software, Statistical Tests, Application Development, Business Analysis, Data Management, Data Visualization, Extract, Transform, Load, Knitr, Plot Graphics)",4.6,47600,Beginner   Specialization   3 - 6 Months,The Data Scientistâ\x80\x99s Toolbox,/learn/data-scientists-tools?specialization=data-science-foundations-r,18,4.6,33716,722197,R Programming,/learn/r-programming?specialization=data-science-foundations-r,57,4.5,22088,694429,Getting and Cleaning Data,/learn/data-cleaning?specialization=data-science-foundations-r,19,4.5,8026,203360,Exploratory Data Analysis,/learn/exploratory-data-analysis?specialization=data-science-foundations-r,54,4.7,6030,174221,Reproducible Research,/learn/reproducible-research?specialization=data-science-foundations-r,7,4.6,4146,101484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
