,Partner Name,Specializations Link,Specializations Title ,description,Star Rating 5,Reviwers,meta,Course 1 Title,Course 1 link,Course 1 Duration Hours,Course 1 Rating 5 Stars,Course 1 Number of Raters ,Course 1 enrollment,Course 2 Title,Course 2 link,Course 2 Duration Hours,Course 2 Rating 5 Stars,Course 2 Number of Raters ,Course 2 enrollment,Course 3 Title,Course 3 link,Course 3 Duration Hours,Course 3 Rating 5 Stars,Course 3 Number of Raters ,Course 3 enrollment,Course 4 Title,Course 4 link,Course 4 Duration Hours,Course 4 Rating 5 Stars,Course 4 Number of Raters ,Course 4 enrollment,Course 5 Title,Course 5 link,Course 5 Duration Hours,Course 5 Rating 5 Stars,Course 5 Number of Raters ,Course 5 enrollment,Course 6 Title,Course 6 link,Course 6 Duration Hours,Course 6 Rating 5 Stars,Course 6 Number of Raters ,Course 6 enrollment,Course 7 Title,Course 7 link,Course 7 Duration Hours,Course 7 Rating 5 Stars,Course 7 Number of Raters ,Course 7 enrollment,Course 8 Title,Course 8 link,Course 8 Duration Hours,Course 8 Rating 5 Stars,Course 8 Number of Raters ,Course 8 enrollment,Course 9 Title,Course 9 link,Course 9 Duration Hours,Course 9 Rating 5 Stars,Course 9 Number of Raters ,Course 9 enrollment,Course 10 Title,Course 10 link,Course 10 Duration Hours,Course 10 Rating 5 Stars,Course 10 Number of Raters ,Course 10 enrollment,Course 11 Title,Course 11 link,Course 11 Duration Hours,Course 11 Rating 5 Stars,Course 11 Number of Raters ,Course 11 enrollment,Course 12 Title,Course 12 link,Course 12 Duration Hours,Course 12 Rating 5 Stars,Course 12 Number of Raters ,Course 12 enrollment,Course 13 Title,Course 13 link,Course 13 Duration Hours,Course 13 Rating 5 Stars,Course 13 Number of Raters ,Course 13 enrollment
367,University of Colorado System,/specializations/agile-leadership-change-management,Agile Leadership,"Skills you'll gain: Leadership and Management, Business Psychology, Entrepreneurship, Communication, Strategy and Operations, Adaptability, Collaboration, Emotional Intelligence, Human Resources, Leadership Development, Resilience, Organizational Development, Change Management, Project Management, Business Communication, Conflict Management, Culture, Advertising, Agile Software Development, Feature Engineering, Machine Learning, Marketing, Scrum Software Development), Software Engineering, Software Engineering Tools",4.7,1700,Beginner   Specialization   3 - 6 Months,Agile Leadership: Introduction to Change,/learn/agile-leadership-introduction-to-change?specialization=agile-leadership-change-management,9,4.7,1239,28214,Agile Leader Training,/learn/agile-leader-training?specialization=agile-leadership-change-management,15,4.8,395,10798,Developing an Agile Team,/learn/developing-agile-team?specialization=agile-leadership-change-management,8,4.8,317,9254,Agile Organization,/learn/agile-leadership-organization?specialization=agile-leadership-change-management,9,4.8,267,7636,Agile Leadership Capstone,/learn/agile-capstone?specialization=agile-leadership-change-management,6,4.9,284,5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,University of Colorado Boulder,/specializations/teacher-sel,The Teacher and Social and Emotional Learning SEL),"Skills you'll gain: Leadership and Management, Emotional Intelligence, Entrepreneurship, Business Psychology, Communication, Human Learning, Human Resources, People Development, Adaptability, Problem Solving, Professional Development, Research and Design, Resilience, Training",4.7,774,Beginner   Specialization   3 - 6 Months,"s Social and Emotional Learning"", ",/learn/teachers-social-emotional-learning?specialization=teacher-sel,13,4.7,583,16243,SEL for Students: A Path to Social Emotional Well-Being,/learn/sel-for-students?specialization=teacher-sel,13,4.8,271,8168,", ",/learn/expanding-sel?specialization=teacher-sel,12,4.8,114,3837,"Teacher SEL: Programs, Possibilities, and Contexts",/learn/teacher-sel-programs?specialization=teacher-sel,14,4.7,134,3902,SEL Capstone,/learn/sel-capstone?specialization=teacher-sel,10,4.6,45,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Google Cloud,/specializations/digital-transformation-using-ai-ml-with-google-cloud,Digital Transformation Using AI/ML with Google Cloud,"Skills you'll gain: Cloud Computing, Machine Learning, Applied Machine Learning, Business Analysis, Business Transformation, Cloud Standards, Computer Science, Entrepreneurship, Google Cloud Platform, Innovation, Research and Design, Small Data, Data Science, Information Technology, Machine Learning Software, Statistical Programming, Cloud API, Cloud Infrastructure, Cloud Platforms, Google App Engine, Python Programming, Business Psychology, Computer Security Incident Management, Culture, Leadership and Management, Security Engineering, Security Strategy, Computer Vision, Machine Learning Algorithms, Natural Language Processing, SQL, Algorithms, Business Intelligence, Cloud Storage, Data Warehousing, Human Resources, Leadership Development, Strategy, Strategy and Operations, Theoretical Computer Science",4.7,6100,Beginner   Specialization   3 - 6 Months,Infrastructure and Application Modernization with Google Cloud,/learn/google-cloud-product-fundamentals?specialization=digital-transformation-using-ai-ml-with-google-cloud,2,4.7,1424,39321,Managing Machine Learning Projects with Google Cloud,/learn/machine-learning-business-professionals?specialization=digital-transformation-using-ai-ml-with-google-cloud,13,4.6,3590,112965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,University of Colorado Boulder,/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu,Machine Learning: Theory and Hands-on Practice with Python,"Skills you'll gain: Machine Learning, Statistical Machine Learning, Machine Learning Algorithms, Probability & Statistics, Deep Learning, Python Programming, Statistical Programming, Regression, Artificial Neural Networks, Data Analysis, Applied Machine Learning, Correlation And Dependence, Statistical Analysis, Statistical Tests, General Statistics, Exploratory Data Analysis, Algorithms, Computer Vision, Reinforcement Learning, Theoretical Computer Science, Basic Descriptive Statistics, Data Mining, Feature Engineering, Natural Language Processing, Computer Programming, Data Management, Data Structures, Dimensionality Reduction, Econometrics",3.4,4,Intermediate   Specialization   3 - 6 Months,Introduction to Machine Learning: Supervised Learning,/learn/introduction-to-machine-learning-supervised-learning?specialization=machine-learnin-theory-and-hands-on-practice-with-pythong-cu,37,3.3,30,8996,Unsupervised Algorithms in Machine Learning,/learn/unsupervised-algorithms-in-machine-learning?specialization=machine-learnin-theory-and-hands-on-practice-with-pythong-cu,38,,,2247,Introduction to Deep Learning,/learn/introduction-to-deep-learning-boulder?specialization=machine-learnin-theory-and-hands-on-practice-with-pythong-cu,58,4,11,6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Arizona State University,/specializations/battery-technologies,Battery Technologies,11 reviews),4.5,11,Beginner   Specialization   3 - 6 Months,Primary and Secondary Batteries,/learn/primary-and-secondary-batteries?specialization=battery-technologies,7,,,NONE,Zn and Ni Based Batteries,/learn/zn-and-ni-based-batteries?specialization=battery-technologies,7,,,NONE,Lithium Based Batteries,/learn/lithium-based-batteries?specialization=battery-technologies,6,,,NONE,"Battery Comparison, Manufacturing, and Packaging",/learn/battery-comparison-manufacturing-and-packaging?specialization=battery-technologies,7,,,NONE,Batteries and Electric Vehicles,/learn/batteries-and-electric-vehicles?specialization=battery-technologies,8,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Emory University,/specializations/qualitative-research-design-and-methods-for-public-health,Qualitative Research Design and Methods for Public Health,"Skills you'll gain: Basic Descriptive Statistics, Data Analysis, Probability & Statistics, Entrepreneurship, Human Resources, Leadership Development, Leadership and Management, Market Research, Marketing, Recruitment, Research and Design, Sales, Spreadsheet Software, Strategy, Strategy and Operations",4.7,157,Beginner   Specialization   3 - 6 Months,Qualitative Research Design,/learn/qualitative-research-design?specialization=qualitative-research-design-and-methods-for-public-health,21,4.8,95,10974,Qualitative Data Collection Methods,/learn/qualitative-data-collection-methods?specialization=qualitative-research-design-and-methods-for-public-health,13,4.7,43,5971,Qualitative Data Analysis with MAXQDA Software,/learn/qualitative-data-analysis-with-maxqda-software?specialization=qualitative-research-design-and-methods-for-public-health,16,4.6,33,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Queen Mary University of London,/specializations/market-research-market-research,Market Research,"Skills you'll gain: Research and Design, Entrepreneurship, Market Research, General Statistics, Probability & Statistics, Design and Product, Human Computer Interaction, User Research, Computer Programming, Programming Principles, Data Analysis, Change Management, Dimensionality Reduction, Leadership and Management, Machine Learning, Strategy and Operations, Experiment",4.4,53,Beginner   Specialization   3 - 6 Months,Introduction to Market Research,/learn/market-research-course-1?specialization=market-research-market-research,24,3.8,15,2713,Research Methodologies,/learn/research-methodologies?specialization=market-research-market-research,19,4.6,35,6139,Research Instruments and Research Hypotheses,/learn/research-instruments-and-research-hypotheses?specialization=market-research-market-research,20,,,NONE,Analysis and Interpretation of Data,/learn/analysis-and-interpretation-of-data?specialization=market-research-market-research,21,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Digital Marketing Institute,/specializations/social-media-marketing-practice,Social Media Marketing in Practice,"Skills you'll gain: Communication, Marketing, Digital Marketing, Social Media, Strategy and Operations, Advertising, Leadership and Management, Business Psychology, Culture, Entrepreneurship, Media Strategy & Planning, Public Relations, Sales, Strategy, Business Analysis, Customer Analysis, Influencing, Project Management, Web Design, Web Development, Design and Product, Product Design, Software Architecture, Software Engineering, Theoretical Computer Science, Creativity, Finance, Research and Design, Writing",4.4,258,Beginner   Specialization   3 - 6 Months,Social Media and Digital Marketing Fundamentals,/learn/social-media-digital-marketing-fundamentals?specialization=social-media-marketing-practice,10,4.6,172,21787,Social Media and Social Content Strategy,/learn/social-media-social-content-strategy?specialization=social-media-marketing-practice,10,4.5,40,8990,"Facebook, Instagram, and Snapchat Marketing",/learn/facebook-instagram-snapchat-marketing?specialization=social-media-marketing-practice,11,3.8,38,11054,"Twitter, LinkedIn, and YouTube Marketing",/learn/twitter-linkedin-youtube-marketing?specialization=social-media-marketing-practice,11,4.3,42,9393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,University of Colorado Boulder,/specializations/statistical-modeling-for-data-science-applications,Statistical Modeling for Data Science Applications,"Skills you'll gain: Probability & Statistics, General Statistics, Regression, Mathematics, Experiment, Business Analysis, Data Analysis, Statistical Analysis, Statistical Tests, Econometrics, Machine Learning, Machine Learning Algorithms, Calculus, Communication, Linear Algebra, Marketing, R Programming, SQL",4.2,34,Intermediate   Specialization   3 - 6 Months,Modern Regression Analysis in R,/learn/modern-regression-analysis-in-r?specialization=statistical-modeling-for-data-science-applications,41,4.3,20,5053,ANOVA and Experimental Design,/learn/anova-and-experimental-design?specialization=statistical-modeling-for-data-science-applications,33,,,2927,Generalized Linear Models and Nonparametric Regression,/learn/generalized-linear-models-and-nonparametric-regression?specialization=statistical-modeling-for-data-science-applications,31,4.3,12,2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,"University of California, Irvine",/specializations/intermediate-grammar,Learn English: Intermediate Grammar,Skills you'll gain: Human Learning,4.8,5100,Intermediate   Specialization   3 - 6 Months,Perfect Tenses and Modals,/learn/perfect-tenses-modals?specialization=intermediate-grammar,21,4.8,3739,192582,Adjectives and Adjective Clauses,/learn/adjective-clauses?specialization=intermediate-grammar,17,4.8,1192,56448,Tricky English Grammar,/learn/tricky-english-grammar?specialization=intermediate-grammar,18,4.8,1285,104438,Intermediate Grammar Project,/learn/intermediate-grammar-capstone?specialization=intermediate-grammar,22,4.7,145,13270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"University of California, Davis",/specializations/market-research,Market Research,"Skills you'll gain: Entrepreneurship, Market Research, Research and Design, Marketing, Survey Creation, Basic Descriptive Statistics, Business Analysis, Communication, Data Analysis, Data Visualization, Probability & Statistics, Statistical Analysis, Digital Marketing, Market Analysis, Regression, Social Media, Storytelling, Geovisualization, Writing",4.6,1300,Beginner   Specialization   3 - 6 Months,Research Proposal: Initiating Research,/learn/research-proposal-initiating-research?specialization=market-research,11,4.6,833,56468,Qualitative Research,/learn/qualitative-research?specialization=market-research,14,4.7,401,27351,Quantitative Research,/learn/quantitative-research?specialization=market-research,15,4.4,281,26631,Research Report: Delivering Insights,/learn/marketing-research-report?specialization=market-research,13,4.6,155,15793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Universidad Austral,/specializations/marketing-digital,Marketing Digital,"Skills you'll gain: Marketing, Digital Marketing, Communication, Social Media, Accounting, Business Analysis, Data Analysis, Entrepreneurship, Financial Analysis, Leadership and Management, Sales, Strategy and Operations, Data Management, Strategy, Market Analysis, Market Research, Research and Design, Big Data, Database Application, Databases, E-Commerce, Media Strategy & Planning, Supply Chain and Logistics, Advertising, Computer Programming, Programming Principles",4.7,2600,Beginner   Specialization   3 - 6 Months,Pilares de Marketing Digital,/learn/marketing-digital-pilares?specialization=marketing-digital,26,4.8,1935,77289,Estrategias de  Redes Sociales,/learn/redes-sociales-estrategias?specialization=marketing-digital,22,4.6,850,51334,Publicidad Digital con Google AdWords,/learn/publicidad-digital?specialization=marketing-digital,25,4.6,272,23444,Compra programÃ¡tica de medios: Publicidad online en tiempo real,/learn/compra-programatica?specialization=marketing-digital,11,4.7,177,8857,Proyecto Final - Programa Especializado en Marketing Digital,/learn/marketing-digital-proyecto-final?specialization=marketing-digital,8,4.9,68,5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,University of Minnesota,/specializations/healthcare-marketplace,Healthcare Marketplace,"Skills you'll gain: Entrepreneurship, Market Research, Research and Design, Clinical Data Management, Data Analysis, Data Management, Design and Product, Product Management, Strategy and Operations, Business Analysis, Insurance Sales, Leadership and Management, Sales, Basic Descriptive Statistics, Billing & Invoicing, Customer Analysis, Facility Management, Finance, Financial Management, Forecasting, Probability & Statistics, Process Analysis, Regulations and Compliance, Statistical Tests, Supply Chain and Logistics, Critical Thinking, General Statistics, Market Analysis, Marketing, Payments, Risk Management",4.5,1400,Beginner   Specialization   3 - 6 Months,Healthcare Marketplace,/learn/healthcare-marketplace?specialization=healthcare-marketplace,20,4.5,585,37352,Healthcare Delivery Providers,/learn/healthcare-delivery-providers?specialization=healthcare-marketplace,25,4.7,204,10689,Pharmaceutical and Medical Device Innovations,/learn/pharma-medical-device-innovations?specialization=healthcare-marketplace,12,4.5,700,31567,Medical Technology and Evaluation,/learn/healthcare-medical-technology?specialization=healthcare-marketplace,12,4.5,276,18099,Healthcare Marketplace Capstone,/learn/healthcare-marketplace-capstone?specialization=healthcare-marketplace,9,4.6,42,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,The University of Melbourne,/specializations/learn-finance,Essentials of Corporate Finance,"Skills you'll gain: Finance, Accounting, Investment Management, Risk Management, Corporate Accouting, Financial Accounting, Financial Analysis, Business Analysis, Data Analysis, Entrepreneurship, Leadership and Management, Market Research, Regulations and Compliance, Research and Design, Financial Management, Securities Sales, Securities Trading, Correlation And Dependence, Mergers & Acquisitions, Probability & Statistics, Audit, Cash Management, Decision Making, Entrepreneurial Finance, General Statistics, Generally Accepted Accounting Principles GAAP), Project Management, Strategy and Operations, Taxes, General Accounting, Market Analysis, Marketing, Microsoft Excel, Statistical Tests",4.6,1800,Intermediate   Specialization   3 - 6 Months,The Language and Tools of Financial Analysis,/learn/financial-analysis?specialization=learn-finance,11,4.7,1305,58613,The Role of Global Capital Markets,/learn/capital-markets?specialization=learn-finance,17,4.6,578,23768,Corporate Financial Decision-Making for Value Creation,/learn/value-creation?specialization=learn-finance,11,4.7,438,18863,Alternative Approaches to Valuation and Investment,/learn/valuation?specialization=learn-finance,16,4.7,291,15938,Essentials of Corporate Finance Capstone,/learn/financial-analysis-project?specialization=learn-finance,1,4.7,114,3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,University of Illinois at Urbana-Champaign,/specializations/3d-printing-additive-manufacturing,3D Printing and Additive Manufacturing,"Skills you'll gain: Research and Design, Entrepreneurship, Design and Product, Innovation, Product Development, Supply Chain and Logistics, Product Design, Product Management, Product Strategy, Creativity, Business Analysis, Critical Thinking, Strategy and Operations, Material Handling, Computer Architecture, Hardware Design, Leadership and Management, Problem Solving, Communication, Computer Graphic Techniques, Computer Graphics",4.6,2300,Beginner   Specialization   3 - 6 Months,The 3D Printing Revolution,/learn/3d-printing-revolution?specialization=3d-printing-additive-manufacturing,10,4.7,1588,48633,3D Printing Applications,/learn/3d-printing-applications?specialization=3d-printing-additive-manufacturing,13,4.6,651,24195,3D Printing Software,/learn/3d-printing-software?specialization=3d-printing-additive-manufacturing,15,4.7,520,42646,3D Printing Hardware,/learn/3d-print-hardware?specialization=3d-printing-additive-manufacturing,21,4.1,96,14123,3D Printing Capstone,/learn/3d-printing-capstone?specialization=3d-printing-additive-manufacturing,5,4.4,28,4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,EIT Digital ,/specializations/embedded-systems-security,Development of Secure Embedded Systems,"Skills you'll gain: Computer Science, Operating Systems, Information Technology, Systems Design, Cryptography, Computer Architecture, Computer Networking, Computer Vision, Security Engineering, Internet Of Things, Network Architecture, Network Security, System Software, Back-End Web Development, Cloud Computing, Computer Graphics, Cyberattacks, Hardware Design, Human Computer Interaction, Interactive Design, Microarchitecture, Network Model, Software Engineering, Theoretical Computer Science, Web Development, Database Administration, Databases, Entrepreneurship, Marketing, Software Architecture",4.3,1100,Intermediate   Specialization   3 - 6 Months,Embedded Hardware and Operating Systems,/learn/embedded-operating-system?specialization=embedded-systems-security,17,4.2,613,53577,Web Connectivity and Security in Embedded Systems,/learn/iot-connectivity-security?specialization=embedded-systems-security,12,4.5,168,13527,Development of Real-Time Systems,/learn/real-time-systems?specialization=embedded-systems-security,11,4.6,527,35223,Capstone:  Autonomous Runway Detection for IoT,/learn/autonomous-runway-detection?specialization=embedded-systems-security,30,4.6,67,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Johns Hopkins University,/specializations/gpu-programming,GPU Programming,"Skills you'll gain: Computer Graphic Techniques, Computer Graphics, Computer Programming, Theoretical Computer Science, C Programming Language Family, C++ Programming, Computational Thinking, Computer Architecture, Distributed Computing Architecture, Human Computer Interaction, Python Programming, Statistical Programming, Virtual Reality, Algorithms, Deep Learning, Machine Learning, Other Programming Languages, Software Architecture, Software Engineering, Data Science, Linear Algebra",2.7,57,Intermediate   Specialization   3 - 6 Months,Introduction to Concurrent Programming with GPUs,/learn/introduction-to-concurrent-programming?specialization=gpu-programming,16,,,5434,Introduction to Parallel Programming with CUDA,/learn/introduction-to-parallel-programming-with-cuda?specialization=gpu-programming,16,3.1,20,3029,CUDA at Scale for the Enterprise,/learn/cuda-at-scale-for-the-enterprise?specialization=gpu-programming,22,,,NONE,CUDA Advanced Libraries,/learn/cuda-advanced-libraries?specialization=gpu-programming,22,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Michigan State University,/specializations/become-a-journalist,Become a Journalist: Report the News!,"Skills you'll gain: Communication, Journalism, Advertising, Computer Graphics, Entrepreneurship, Graphics Software, Leadership and Management, Market Research, Marketing, Media Strategy & Planning, Research and Design, Sales, Social Media, Strategy, Strategy and Operations, Writing",4.7,1600,Beginner   Specialization   3 - 6 Months,What is news? ,/learn/what-is-news?specialization=become-a-journalist,14,4.7,1104,38224,Gathering and Developing the News,/learn/gathering-the-news?specialization=become-a-journalist,15,4.7,483,15790,Effectively delivering the news to your audience,/learn/deliver-the-news?specialization=become-a-journalist,10,4.8,294,12992,"Journalism, the future, and you!",/learn/international-journalism?specialization=become-a-journalist,15,4.7,351,21769,Capstone: Create your own professional journalistic portfolio,/learn/become-a-journalist-capstone?specialization=become-a-journalist,5,4.7,83,3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Splunk Inc.,/specializations/splunk-search-expert,Splunk Search Expert,"Skills you'll gain: Probability & Statistics, Data Analysis, Computer Networking, Security Engineering, Data Visualization, Computer Architecture, Cyberattacks, Network Architecture, Operations Management, Strategy and Operations, Data Management, Database Administration, Database Application, Databases, General Statistics, Network Security, SQL, Statistical Programming, Algebra, Big Data, Business Analysis, Business Intelligence, Data Science",4.7,165,Beginner   Specialization   3 - 6 Months,Splunk Search Expert 101,/learn/splunk-search-expert-101?specialization=splunk-search-expert,2,4.7,133,5495,Splunk Search Expert 102,/learn/splunk-search-expert-102?specialization=splunk-search-expert,5,4.7,27,2092,Splunk Search Expert 103,/learn/splunk-search-expert-103?specialization=splunk-search-expert,4,4.8,32,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Databricks,/specializations/data-science-with-databricks-for-data-analysts,Data Science with Databricks for Data Analysts,"Skills you'll gain: Data Management, Apache, Algorithms, Computer Programming, Machine Learning, Probability & Statistics, Theoretical Computer Science, Data Analysis, Mathematics, Big Data, Databases, SQL, Data Science, Statistical Programming, Exploratory Data Analysis, Feature Engineering, Machine Learning Algorithms, Applied Machine Learning, General Statistics, Basic Descriptive Statistics, Extract, Transform, Load, Data Structures, Dimensionality Reduction, Business Analysis, Statistical Analysis",4.5,503,Intermediate   Specialization   3 - 6 Months,Apache Spark TM) SQL for Data Analysts,/learn/apache-spark-sql-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts,13,4.5,452,21125,Data Science Fundamentals for Data Analysts,/learn/data-science-fundamentals-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts,18,4.2,43,6782,Applied Data Science for Data Analysts,/learn/applied-data-science-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts,16,4.4,41,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"University of California, Irvine",/specializations/accounting,Introduction to Financial Accounting: The Accounting Cycle,"Skills you'll gain: Accounting, Financial Accounting, General Accounting, Microsoft Excel, Accounts Payable and Receivable, Data Analysis, Business Analysis, Spreadsheet Software, Generally Accepted Accounting Principles GAAP), Data Analysis Software",4.7,476,Beginner   Specialization   1 - 3 Months,What is Financial Accounting?,/learn/financialaccounting?specialization=accounting,9,4.7,376,12759,Recording in Journals & Posting in Ledgers,/learn/recording-business-transactions?specialization=accounting,10,4.8,99,4737,Completing the Accounting Cycle,/learn/accounting-cycle?specialization=accounting,9,4.7,78,3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,The Hong Kong University of Science and Technology,/specializations/business-english-speakers,Business English for Non-Native Speakers,"Skills you'll gain: Communication, Business Communication, Business Psychology, Culture, Leadership and Management, Writing, Project Management, Strategy and Operations",4.5,2300,Beginner   Specialization   3 - 6 Months,Business English: Basics,/learn/business-english?specialization=business-english-speakers,20,4.5,1104,124315,English for Effective  Business Writing,/learn/english-for-business-writing?specialization=business-english-speakers,25,4.5,336,52803,English for Effective Business Speaking,/learn/business-english-vocabulary?specialization=business-english-speakers,23,4.6,645,119259,Business English for Cross-cultural Communication,/learn/cross-cultural-communication-business?specialization=business-english-speakers,22,4.7,374,28837,Business Case Analysis,/learn/business-case-analysis?specialization=business-english-speakers,19,4.6,25,6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,ESSEC Business School,/specializations/negotiation-mediation-conflict-resolution,"Negotiation, Mediation and Conflict Resolution","Skills you'll gain: Communication, Marketing, Negotiation, Sales, Collaboration, Leadership and Management, Business Communication, Business Psychology, Conflict Management, Culture, Human Resources, Leadership Development, Adaptability, Entrepreneurship",4.7,1900,Beginner   Specialization   3 - 6 Months,Negotiation  Fundamentals,/learn/negotiation-fundamentals?specialization=negotiation-mediation-conflict-resolution,7,4.7,1397,55372,International and Cross-Cultural Negotiation,/learn/international-negotiation?specialization=negotiation-mediation-conflict-resolution,11,4.7,534,19912,Mediation and Conflict Resolution,/learn/conflict-resolution-mediation?specialization=negotiation-mediation-conflict-resolution,14,4.7,406,21587,"Negotiation, Mediation, and Conflict Resolution - Capstone Project",/learn/negotiation-project?specialization=negotiation-mediation-conflict-resolution,9,4.8,227,14234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Johns Hopkins University,/specializations/precalculus-data-modelling,Precalculus through Data and Modelling,"Skills you'll gain: Mathematics, Algebra, Data Management, Probability & Statistics, Calculus, Data Model, Data Analysis, Geometry, Applied Mathematics, Data Analysis Software, Regression, Linear Algebra, Mathematical Theory & Analysis",4.7,231,Beginner   Specialization   3 - 6 Months,Precalculus: Relations and Functions,/learn/precalculus-relations-functions?specialization=precalculus-data-modelling,11,4.7,167,11585,Precalculus: Periodic Functions,/learn/precalculus-periodic-functions?specialization=precalculus-data-modelling,9,4.7,79,3474,Precalculus: Mathematical Modeling,/learn/precalculus-mathematical-modelling?specialization=precalculus-data-modelling,8,4.7,63,4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,New York University,/specializations/machine-learning-reinforcement-finance,Machine Learning and Reinforcement Learning in Finance,"Skills you'll gain: Machine Learning, Finance, Algorithms, Machine Learning Algorithms, Mathematics, Theoretical Computer Science, Applied Mathematics, Calculus, General Statistics, Investment Management, Probability & Statistics, Reinforcement Learning, Applied Machine Learning, Artificial Neural Networks, Business Analysis, Data Analysis, Deep Learning, Financial Analysis, Machine Learning Software, Tensorflow, Advertising, Communication, Computer Programming, Entrepreneurship, Marketing, Markov Model, Operations Research, Python Programming, Research and Design, Statistical Machine Learning, Strategy and Operations",3.7,784,Intermediate   Specialization   3 - 6 Months,Guided Tour of Machine Learning in Finance,/learn/guided-tour-machine-learning-finance?specialization=machine-learning-reinforcement-finance,21,3.8,654,31908,Fundamentals of Machine Learning in Finance,/learn/fundamentals-machine-learning-in-finance?specialization=machine-learning-reinforcement-finance,14,3.8,324,19322,Reinforcement Learning in Finance,/learn/reinforcement-learning-in-finance?specialization=machine-learning-reinforcement-finance,11,3.6,123,19103,Overview of Advanced Methods of Reinforcement Learning in Finance,/learn/advanced-methods-reinforcement-learning-finance?specialization=machine-learning-reinforcement-finance,12,3.8,78,10998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Universidad Nacional AutÃ³noma de MÃ©xico,/specializations/finanzascorporativas,Finanzas corporativas,"Skills you'll gain: Finance, Accounting, Business Analysis, Data Analysis, Financial Analysis, Financial Accounting, Mathematics, Financial Management, Investment Management, Account Management, Sales, Generally Accepted Accounting Principles GAAP)",4.7,2600,Intermediate   Specialization   3 - 6 Months,AdministraciÃ³n financiera y su funciÃ³n en la empresa ,/learn/admonfinanciera?specialization=finanzascorporativas,10,4.8,1575,42372,MatemÃ¡ticas financieras,/learn/matematicas?specialization=finanzascorporativas,12,4.8,1061,27400,EvaluaciÃ³n de inversiones en Bienes de Capital ,/learn/evaluaciondeinversiones?specialization=finanzascorporativas,12,4.2,437,11029,Estructura de capital y poltica de dividendos,/learn/estructura?specialization=finanzascorporativas,8,3.6,311,6834,ValuaciÃ³n de empresas ,/learn/valuacionempresas?specialization=finanzascorporativas,12,4.7,330,9926,Toma de decisiones financieras,/learn/proyectofinanzascorporativas?specialization=finanzascorporativas,8,4.6,220,8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
